age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,gamelog_url,gamelog_summary
24,4,24,3,5,1,16,3,0,9,3,1,65,Precious Achiuwa,8,8,22,['CENTER'],achiupr01,0,TORONTO RAPTORS,6,https://www.basketball-reference.com/players/a/achiupr01/gamelog-advanced/2024,"[{'G': '1', 'Date': '2023-10-25', 'Age': '24-036', 'Tm': 'TOR', '\xa0': 'W (+3)', 'Opp': 'MIN', 'GS': '0', 'MP': '24:17', 'TS%': '.444', 'eFG%': '.444', 'ORB%': '11.0', 'DRB%': '18.0', 'TRB%': '14.5', 'AST%': '0.0', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '18.2', 'USG%': '19.6', 'ORtg': '80', 'DRtg': '97', 'GmSc': '4.5', 'BPM': '-8.8'}, {'G': '2', 'Date': '2023-10-27', 'Age': '24-038', 'Tm': 'TOR', '\xa0': 'L (-1)', 'Opp': 'CHI', 'GS': '0', 'MP': '22:38', 'TS%': '.633', 'eFG%': '.500', 'ORB%': '10.4', 'DRB%': '27.3', 'TRB%': '20.1', 'AST%': '6.8', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '32.2', 'USG%': '18.8', 'ORtg': '96', 'DRtg': '93', 'GmSc': '4.1', 'BPM': '-4.5'}, {'G': '3', 'Date': '2023-10-28', 'Age': '24-039', 'Tm': 'TOR', '\xa0': 'L (-7)', 'Opp': 'PHI', 'GS': '0', 'MP': '18:15', 'TS%': '.300', 'eFG%': '.300', 'ORB%': '17.2', 'DRB%': '28.4', 'TRB%': '22.2', 'AST%': '26.2', 'STL%': '0.0', 'BLK%': '4.5', 'TOV%': '9.1', 'USG%': '26.7', 'ORtg': '89', 'DRtg': '121', 'GmSc': '4.9', 'BPM': '-7.2'}, {'G': None, 'Date': '2023-10-30', 'Age': '24-041', 'Tm': 'TOR', '\xa0': 'L (-8)', 'Opp': 'POR', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-01', 'Age': '24-043', 'Tm': 'TOR', '\xa0': 'W (+19)', 'Opp': 'MIL', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-02', 'Age': '24-044', 'Tm': 'TOR', '\xa0': 'L (-15)', 'Opp': 'PHI', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-05', 'Age': '24-047', 'Tm': 'TOR', '\xa0': 'W (+7)', 'Opp': 'SAS', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-08', 'Age': '24-050', 'Tm': 'TOR', '\xa0': 'W (+11)', 'Opp': 'DAL', 'GS': 'Inactive'}, {'G': '4', 'Date': '2023-11-11', 'Age': '24-053', 'Tm': 'TOR', '\xa0': 'L (-23)', 'Opp': 'BOS', 'GS': '0', 'MP': '18:31', 'TS%': '.200', 'eFG%': '.200', 'ORB%': '0.0', 'DRB%': '37.0', 'TRB%': '15.6', 'AST%': '40.0', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '12.2', 'ORtg': '80', 'DRtg': '123', 'GmSc': '3.5', 'BPM': '0.4'}]"
26,23,97,41,2,8,39,6,6,49,30,1,201,Bam Adebayo,15,13,129,['CENTER'],adebaba01,5,MIAMI HEAT,21,https://www.basketball-reference.com/players/a/adebaba01/gamelog-advanced/2024,"[{'G': '1', 'Date': '2023-10-25', 'Age': '26-099', 'Tm': 'MIA', '\xa0': 'W (+1)', 'Opp': 'DET', 'GS': '1', 'MP': '32:08', 'TS%': '.632', 'eFG%': '.538', 'ORB%': '5.4', 'DRB%': '18.3', 'TRB%': '11.5', 'AST%': '16.9', 'STL%': '0.0', 'BLK%': '5.0', 'TOV%': '10.3', 'USG%': '26.2', 'ORtg': '126', 'DRtg': '109', 'GmSc': '18.4', 'BPM': '4.1'}, {'G': '2', 'Date': '2023-10-27', 'Age': '26-101', 'Tm': 'MIA', '\xa0': 'L (-8)', 'Opp': 'BOS', 'GS': '1', 'MP': '35:01', 'TS%': '.501', 'eFG%': '.435', 'ORB%': '8.2', 'DRB%': '11.0', 'TRB%': '9.6', 'AST%': '11.3', 'STL%': '1.4', 'BLK%': '4.9', 'TOV%': '10.0', 'USG%': '37.0', 'ORtg': '100', 'DRtg': '120', 'GmSc': '17.8', 'BPM': '-2.2'}, {'G': '3', 'Date': '2023-10-28', 'Age': '26-102', 'Tm': 'MIA', '\xa0': 'L (-16)', 'Opp': 'MIN', 'GS': '1', 'MP': '32:54', 'TS%': '.516', 'eFG%': '.500', 'ORB%': '3.0', 'DRB%': '7.3', 'TRB%': '4.9', 'AST%': '11.8', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '17.9', 'USG%': '30.5', 'ORtg': '87', 'DRtg': '115', 'GmSc': '7.1', 'BPM': '-7.1'}, {'G': None, 'Date': '2023-10-30', 'Age': '26-104', 'Tm': 'MIA', '\xa0': 'L (-8)', 'Opp': 'MIL', 'GS': 'Inactive'}, {'G': '4', 'Date': '2023-11-01', 'Age': '26-106', 'Tm': 'MIA', '\xa0': 'L (-4)', 'Opp': 'BRK', 'GS': '1', 'MP': '33:06', 'TS%': '.739', 'eFG%': '.667', 'ORB%': '11.4', 'DRB%': '34.5', 'TRB%': '21.8', 'AST%': '15.9', 'STL%': '2.8', 'BLK%': '6.3', 'TOV%': '22.0', 'USG%': '23.0', 'ORtg': '125', 'DRtg': '99', 'GmSc': '23.1', 'BPM': '8.9'}, {'G': '5', 'Date': '2023-11-03', 'Age': '26-108', 'Tm': 'MIA', '\xa0': 'W (+7)', 'Opp': 'WAS', 'GS': '1', 'MP': '29:59', 'TS%': '.567', 'eFG%': '.533', 'ORB%': '0.0', 'DRB%': '18.8', 'TRB%': '9.6', 'AST%': '13.6', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '20.1', 'USG%': '30.3', 'ORtg': '94', 'DRtg': '117', 'GmSc': '8.8', 'BPM': '-11.6'}, {'G': '6', 'Date': '2023-11-06', 'Age': '26-111', 'Tm': 'MIA', '\xa0': 'W (+1)', 'Opp': 'LAL', 'GS': '1', 'MP': '38:19', 'TS%': '.495', 'eFG%': '.475', 'ORB%': '14.2', 'DRB%': '46.2', 'TRB%': '29.0', 'AST%': '42.1', 'STL%': '2.5', 'BLK%': '4.6', 'TOV%': '15.3', 'USG%': '29.3', 'ORtg': '109', 'DRtg': '102', 'GmSc': '24.1', 'BPM': '7.4'}, {'G': '7', 'Date': '2023-11-08', 'Age': '26-113', 'Tm': 'MIA', '\xa0': 'W (+6)', 'Opp': 'MEM', 'GS': '1', 'MP': '36:23', 'TS%': '.681', 'eFG%': '.533', 'ORB%': '0.0', 'DRB%': '30.2', 'TRB%': '17.7', 'AST%': '5.4', 'STL%': '1.4', 'BLK%': '7.5', 'TOV%': '15.4', 'USG%': '31.2', 'ORtg': '121', 'DRtg': '97', 'GmSc': '23.0', 'BPM': '2.8'}, {'G': '8', 'Date': '2023-11-11', 'Age': '26-116', 'Tm': 'MIA', '\xa0': 'W (+8)', 'Opp': 'ATL', 'GS': '1', 'MP': '39:21', 'TS%': '.838', 'eFG%': '.750', 'ORB%': '12.2', 'DRB%': '33.7', 'TRB%': '23.8', 'AST%': '16.3', 'STL%': '2.4', 'BLK%': '6.0', 'TOV%': '16.2', 'USG%': '20.5', 'ORtg': '152', 'DRtg': '98', 'GmSc': '30.3', 'BPM': '11.0'}]"
23,8,30,2,19,3,9,8,0,10,0,6,107,Ochai Agbaji,3,10,26,['SHOOTING GUARD'],agbajoc01,1,UTAH JAZZ,3,https://www.basketball-reference.com/players/a/agbajoc01/gamelog-advanced/2024,"[{'G': '1', 'Date': '2023-10-25', 'Age': '23-188', 'Tm': 'UTA', '\xa0': 'L (-16)', 'Opp': 'SAC', 'GS': '0', 'MP': '19:27', 'TS%': '.417', 'eFG%': '.417', 'ORB%': '0.0', 'DRB%': '14.0', 'TRB%': '7.5', 'AST%': '0.0', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '12.5', 'ORtg': '97', 'DRtg': '131', 'GmSc': '1.7', 'BPM': '-10.4'}, {'G': '2', 'Date': '2023-10-27', 'Age': '23-190', 'Tm': 'UTA', '\xa0': 'W (+2)', 'Opp': 'LAC', 'GS': '0', 'MP': '12:22', 'TS%': '.333', 'eFG%': '.333', 'ORB%': '0.0', 'DRB%': '11.4', 'TRB%': '4.8', 'AST%': '20.4', 'STL%': '4.0', 'BLK%': '9.2', 'TOV%': '0.0', 'USG%': '9.7', 'ORtg': '111', 'DRtg': '112', 'GmSc': '2.5', 'BPM': '-0.3'}, {'G': '3', 'Date': '2023-10-28', 'Age': '23-191', 'Tm': 'UTA', '\xa0': 'L (-22)', 'Opp': 'PHO', 'GS': '0', 'MP': '6:22', 'TS%': '.000', 'eFG%': '.000', 'ORB%': '0.0', 'DRB%': '0.0', 'TRB%': '0.0', 'AST%': '0.0', 'STL%': '0.0', 'BLK%': '15.7', 'TOV%': '0.0', 'USG%': '6.5', 'ORtg': '0', 'DRtg': '124', 'GmSc': '0.0', 'BPM': '-9.2'}, {'G': '4', 'Date': '2023-10-30', 'Age': '23-193', 'Tm': 'UTA', '\xa0': 'L (-8)', 'Opp': 'DEN', 'GS': '0', 'MP': '14:38', 'TS%': '.000', 'eFG%': '.000', 'ORB%': '6.2', 'DRB%': '8.0', 'TRB%': '7.0', 'AST%': '15.6', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '14.1', 'ORtg': '39', 'DRtg': '119', 'GmSc': '-1.1', 'BPM': '-13.9'}, {'G': '5', 'Date': '2023-11-01', 'Age': '23-195', 'Tm': 'UTA', '\xa0': 'W (+24)', 'Opp': 'MEM', 'GS': '0', 'MP': '17:58', 'TS%': '.551', 'eFG%': '.600', 'ORB%': '0.0', 'DRB%': '14.8', 'TRB%': '8.7', 'AST%': '6.4', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '26.9', 'USG%': '16.8', 'ORtg': '80', 'DRtg': '107', 'GmSc': '2.5', 'BPM': '-7.0'}, {'G': '6', 'Date': '2023-11-02', 'Age': '23-196', 'Tm': 'UTA', '\xa0': 'L (-2)', 'Opp': 'ORL', 'GS': '0', 'MP': '7:49', 'TS%': '.500', 'eFG%': '.500', 'ORB%': '0.0', 'DRB%': '0.0', 'TRB%': '0.0', 'AST%': '17.6', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '10.2', 'ORtg': '124', 'DRtg': '118', 'GmSc': '0.9', 'BPM': '-6.6'}, {'G': '7', 'Date': '2023-11-04', 'Age': '23-198', 'Tm': 'UTA', '\xa0': 'L (-28)', 'Opp': 'MIN', 'GS': '0', 'MP': '17:20', 'TS%': '.735', 'eFG%': '.800', 'ORB%': '10.9', 'DRB%': '0.0', 'TRB%': '6.8', 'AST%': '10.4', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '12.9', 'ORtg': '158', 'DRtg': '137', 'GmSc': '7.0', 'BPM': '5.8'}, {'G': '8', 'Date': '2023-11-06', 'Age': '23-200', 'Tm': 'UTA', '\xa0': 'L (-17)', 'Opp': 'CHI', 'GS': '0', 'MP': '10:35', 'TS%': '.500', 'eFG%': '.500', 'ORB%': '0.0', 'DRB%': '10.1', 'TRB%': '5.2', 'AST%': '12.4', 'STL%': '0.0', 'BLK%': '7.7', 'TOV%': '25.0', 'USG%': '15.7', 'ORtg': '90', 'DRtg': '131', 'GmSc': '1.2', 'BPM': '-6.9'}, {'G': '9', 'Date': '2023-11-08', 'Age': '23-202', 'Tm': 'UTA', '\xa0': 'L (-16)', 'Opp': 'IND', 'GS': '1', 'MP': '25:57', 'TS%': '.500', 'eFG%': '.500', 'ORB%': '3.9', 'DRB%': '12.3', 'TRB%': '8.0', 'AST%': '4.3', 'STL%': '0.0', 'BLK%': '3.1', 'TOV%': '50.0', 'USG%': '8.9', 'ORtg': '62', 'DRtg': '129', 'GmSc': '1.3', 'BPM': '-7.2'}, {'G': '10', 'Date': '2023-11-10', 'Age': '23-204', 'Tm': 'UTA', '\xa0': 'W (+6)', 'Opp': 'MEM', 'GS': '1', 'MP': '30:20', 'TS%': '.938', 'eFG%': '.938', 'ORB%': '5.1', 'DRB%': '18.0', 'TRB%': '12.7', 'AST%': '5.0', 'STL%': '1.6', 'BLK%': '6.0', 'TOV%': '11.1', 'USG%': '13.2', 'ORtg': '158', 'DRtg': '123', 'GmSc': '14.9', 'BPM': '4.0'}]"
23,3,8,0,3,0,4,1,0,3,0,1,20,Santi Aldama,1,0,7,['POWER FORWARD'],aldamsa01,0,MEMPHIS GRIZZLIES,2,https://www.basketball-reference.com/players/a/aldamsa01/gamelog-advanced/2024,"[{'G': None, 'Date': '2023-10-25', 'Age': '22-288', 'Tm': 'MEM', '\xa0': 'L (-7)', 'Opp': 'NOP', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-27', 'Age': '22-290', 'Tm': 'MEM', '\xa0': 'L (-4)', 'Opp': 'DEN', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-28', 'Age': '22-291', 'Tm': 'MEM', '\xa0': 'L (-7)', 'Opp': 'WAS', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-30', 'Age': '22-293', 'Tm': 'MEM', '\xa0': 'L (-15)', 'Opp': 'DAL', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-01', 'Age': '22-295', 'Tm': 'MEM', '\xa0': 'L (-24)', 'Opp': 'UTA', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-03', 'Age': '22-297', 'Tm': 'MEM', '\xa0': 'L (-2)', 'Opp': 'POR', 'GS': 'Inactive'}, {'G': '1', 'Date': '2023-11-05', 'Age': '22-299', 'Tm': 'MEM', '\xa0': 'W (+12)', 'Opp': 'POR', 'GS': '0', 'MP': '19:51', 'TS%': '.438', 'eFG%': '.438', 'ORB%': '5.9', 'DRB%': '17.6', 'TRB%': '12.6', 'AST%': '19.2', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '20.0', 'USG%': '21.8', 'ORtg': '90', 'DRtg': '105', 'GmSc': '4.6', 'BPM': '-4.8'}, {'G': '2', 'Date': '2023-11-08', 'Age': '22-302', 'Tm': 'MEM', '\xa0': 'L (-6)', 'Opp': 'MIA', 'GS': '0', 'MP': '26:02', 'TS%': '.403', 'eFG%': '.429', 'ORB%': '7.7', 'DRB%': '32.5', 'TRB%': '18.0', 'AST%': '0.0', 'STL%': '3.8', 'BLK%': '3.8', 'TOV%': '6.3', 'USG%': '25.4', 'ORtg': '84', 'DRtg': '102', 'GmSc': '6.7', 'BPM': '-3.3'}, {'G': '3', 'Date': '2023-11-10', 'Age': '22-304', 'Tm': 'MEM', '\xa0': 'L (-6)', 'Opp': 'UTA', 'GS': '0', 'MP': '13:04', 'TS%': '.773', 'eFG%': '.833', 'ORB%': '0.0', 'DRB%': '23.7', 'TRB%': '9.8', 'AST%': '0.0', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '12.1', 'ORtg': '157', 'DRtg': '133', 'GmSc': '4.5', 'BPM': '-1.3'}]"
25,12,31,4,19,6,10,6,2,9,0,5,117,Nickeil Alexander-Walker,1,12,23,['SHOOTING GUARD'],alexani01,5,MINNESOTA TIMBERWOLVES,6,https://www.basketball-reference.com/players/a/alexani01/gamelog-advanced/2024,"[{'G': '1', 'Date': '2023-10-25', 'Age': '25-053', 'Tm': 'MIN', '\xa0': 'L (-3)', 'Opp': 'TOR', 'GS': '1', 'MP': '22:38', 'TS%': '.200', 'eFG%': '.200', 'ORB%': '0.0', 'DRB%': '15.7', 'TRB%': '7.8', 'AST%': '13.3', 'STL%': '2.1', 'BLK%': '0.0', 'TOV%': '16.7', 'USG%': '10.3', 'ORtg': '51', 'DRtg': '97', 'GmSc': '0.3', 'BPM': '-8.8'}, {'G': '2', 'Date': '2023-10-28', 'Age': '25-056', 'Tm': 'MIN', '\xa0': 'W (+16)', 'Opp': 'MIA', 'GS': '1', 'MP': '22:47', 'TS%': '.313', 'eFG%': '.313', 'ORB%': '0.0', 'DRB%': '12.9', 'TRB%': '7.1', 'AST%': '15.9', 'STL%': '2.2', 'BLK%': '8.6', 'TOV%': '27.3', 'USG%': '22.4', 'ORtg': '59', 'DRtg': '89', 'GmSc': '1.4', 'BPM': '-7.2'}, {'G': '3', 'Date': '2023-10-30', 'Age': '25-058', 'Tm': 'MIN', '\xa0': 'L (-14)', 'Opp': 'ATL', 'GS': '0', 'MP': '13:21', 'TS%': '.387', 'eFG%': '.500', 'ORB%': '0.0', 'DRB%': '0.0', 'TRB%': '0.0', 'AST%': '17.8', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '20.5', 'USG%': '16.5', 'ORtg': '80', 'DRtg': '138', 'GmSc': '0.5', 'BPM': '-10.3'}, {'G': '4', 'Date': '2023-11-01', 'Age': '25-060', 'Tm': 'MIN', '\xa0': 'W (+21)', 'Opp': 'DEN', 'GS': '0', 'MP': '20:43', 'TS%': '.417', 'eFG%': '.417', 'ORB%': '0.0', 'DRB%': '0.0', 'TRB%': '0.0', 'AST%': '6.9', 'STL%': '0.0', 'BLK%': '3.7', 'TOV%': '0.0', 'USG%': '12.9', 'ORtg': '93', 'DRtg': '98', 'GmSc': '2.2', 'BPM': '-2.9'}, {'G': '5', 'Date': '2023-11-04', 'Age': '25-063', 'Tm': 'MIN', '\xa0': 'W (+28)', 'Opp': 'UTA', 'GS': '0', 'MP': '17:30', 'TS%': '.000', 'eFG%': '.000', 'ORB%': '8.8', 'DRB%': '10.8', 'TRB%': '10.0', 'AST%': '6.1', 'STL%': '5.8', 'BLK%': '17.1', 'TOV%': '0.0', 'USG%': '9.0', 'ORtg': '49', 'DRtg': '89', 'GmSc': '3.6', 'BPM': '4.7'}, {'G': '6', 'Date': '2023-11-06', 'Age': '25-065', 'Tm': 'MIN', '\xa0': 'W (+5)', 'Opp': 'BOS', 'GS': '0', 'MP': '19:46', 'TS%': '.621', 'eFG%': '.667', 'ORB%': '0.0', 'DRB%': '5.4', 'TRB%': '3.0', 'AST%': '22.4', 'STL%': '2.4', 'BLK%': '0.0', 'TOV%': '13.4', 'USG%': '16.8', 'ORtg': '115', 'DRtg': '101', 'GmSc': '5.8', 'BPM': '5.7'}, {'G': '7', 'Date': '2023-11-08', 'Age': '25-067', 'Tm': 'MIN', '\xa0': 'W (+21)', 'Opp': 'NOP', 'GS': '0', 'MP': '18:06', 'TS%': '.000', 'eFG%': '.000', 'ORB%': '0.0', 'DRB%': '20.8', 'TRB%': '12.1', 'AST%': '47.1', 'STL%': '2.6', 'BLK%': '0.0', 'TOV%': '66.7', 'USG%': '7.3', 'ORtg': '109', 'DRtg': '97', 'GmSc': '5.1', 'BPM': '5.0'}, {'G': '8', 'Date': '2023-11-10', 'Age': '25-069', 'Tm': 'MIN', '\xa0': 'W (+7)', 'Opp': 'SAS', 'GS': '0', 'MP': '18:44', 'TS%': '.922', 'eFG%': '.875', 'ORB%': '0.0', 'DRB%': '17.1', 'TRB%': '8.6', 'AST%': '29.0', 'STL%': '0.0', 'BLK%': '4.4', 'TOV%': '0.0', 'USG%': '10.7', 'ORtg': '200', 'DRtg': '106', 'GmSc': '11.8', 'BPM': '14.8'}]"
28,20,60,7,36,1,22,7,7,28,7,17,213,Grayson Allen,8,14,80,['SHOOTING GUARD'],allengr01,2,PHOENIX SUNS,13,https://www.basketball-reference.com/players/a/allengr01/gamelog-advanced/2024,"[{'G': '1', 'Date': '2023-10-24', 'Age': '28-016', 'Tm': 'PHO', '\xa0': 'W (+4)', 'Opp': 'GSW', 'GS': '1', 'MP': '20:55', 'TS%': '.000', 'eFG%': '.000', 'ORB%': '14.3', 'DRB%': '3.8', 'TRB%': '8.4', 'AST%': '10.9', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '14.3', 'USG%': '13.2', 'ORtg': '44', 'DRtg': '112', 'GmSc': '-2.2', 'BPM': '-15.3'}, {'G': '2', 'Date': '2023-10-26', 'Age': '28-018', 'Tm': 'PHO', '\xa0': 'L (-5)', 'Opp': 'LAL', 'GS': '1', 'MP': '34:42', 'TS%': '.500', 'eFG%': '.500', 'ORB%': '3.1', 'DRB%': '14.7', 'TRB%': '9.1', 'AST%': '17.7', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '0.0', 'USG%': '7.5', 'ORtg': '130', 'DRtg': '103', 'GmSc': '6.4', 'BPM': '-1.0'}, {'G': '3', 'Date': '2023-10-28', 'Age': '28-020', 'Tm': 'PHO', '\xa0': 'W (+22)', 'Opp': 'UTA', 'GS': '1', 'MP': '30:39', 'TS%': '.781', 'eFG%': '.750', 'ORB%': '0.0', 'DRB%': '13.3', 'TRB%': '7.5', 'AST%': '13.2', 'STL%': '3.2', 'BLK%': '0.0', 'TOV%': '21.6', 'USG%': '20.1', 'ORtg': '118', 'DRtg': '105', 'GmSc': '13.9', 'BPM': '1.1'}, {'G': '4', 'Date': '2023-10-31', 'Age': '28-023', 'Tm': 'PHO', '\xa0': 'L (-1)', 'Opp': 'SAS', 'GS': '1', 'MP': '37:04', 'TS%': '.883', 'eFG%': '.833', 'ORB%': '3.7', 'DRB%': '17.3', 'TRB%': '11.3', 'AST%': '10.9', 'STL%': '0.0', 'BLK%': '2.4', 'TOV%': '15.7', 'USG%': '15.2', 'ORtg': '148', 'DRtg': '117', 'GmSc': '17.2', 'BPM': '2.5'}, {'G': '5', 'Date': '2023-11-02', 'Age': '28-025', 'Tm': 'PHO', '\xa0': 'L (-11)', 'Opp': 'SAS', 'GS': '1', 'MP': '33:15', 'TS%': '.800', 'eFG%': '.800', 'ORB%': '3.9', 'DRB%': '3.8', 'TRB%': '3.8', 'AST%': '16.8', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '16.7', 'USG%': '16.4', 'ORtg': '135', 'DRtg': '139', 'GmSc': '12.8', 'BPM': '-0.5'}, {'G': '6', 'Date': '2023-11-04', 'Age': '28-027', 'Tm': 'PHO', '\xa0': 'L (-12)', 'Opp': 'PHI', 'GS': '1', 'MP': '27:04', 'TS%': '.571', 'eFG%': '.571', 'ORB%': '3.5', 'DRB%': '8.4', 'TRB%': '5.7', 'AST%': '13.3', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '12.5', 'USG%': '12.5', 'ORtg': '110', 'DRtg': '126', 'GmSc': '4.8', 'BPM': '-8.8'}, {'G': '7', 'Date': '2023-11-05', 'Age': '28-028', 'Tm': 'PHO', '\xa0': 'W (+14)', 'Opp': 'DET', 'GS': '1', 'MP': '29:33', 'TS%': '.563', 'eFG%': '.542', 'ORB%': '4.4', 'DRB%': '12.5', 'TRB%': '8.5', 'AST%': '9.8', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '24.3', 'USG%': '22.9', 'ORtg': '93', 'DRtg': '116', 'GmSc': '6.6', 'BPM': '-10.7'}, {'G': '8', 'Date': '2023-11-08', 'Age': '28-031', 'Tm': 'PHO', '\xa0': 'W (+1)', 'Opp': 'CHI', 'GS': '1', 'MP': '36:57', 'TS%': '.813', 'eFG%': '.813', 'ORB%': '0.0', 'DRB%': '22.9', 'TRB%': '12.3', 'AST%': '22.9', 'STL%': '1.3', 'BLK%': '4.6', 'TOV%': '5.9', 'USG%': '20.0', 'ORtg': '147', 'DRtg': '105', 'GmSc': '23.8', 'BPM': '13.3'}, {'G': '9', 'Date': '2023-11-10', 'Age': '28-033', 'Tm': 'PHO', '\xa0': 'L (-3)', 'Opp': 'LAL', 'GS': '1', 'MP': '31:41', 'TS%': '.563', 'eFG%': '.563', 'ORB%': '5.9', 'DRB%': '24.1', 'TRB%': '14.4', 'AST%': '16.9', 'STL%': '1.5', 'BLK%': '0.0', 'TOV%': '20.0', 'USG%': '12.7', 'ORtg': '115', 'DRtg': '122', 'GmSc': '7.9', 'BPM': '-4.7'}]"
25,3,13,5,0,2,9,2,2,9,4,0,49,Jarrett Allen,7,5,22,['CENTER'],allenja01,1,CLEVELAND CAVALIERS,3,https://www.basketball-reference.com/players/a/allenja01/gamelog-advanced/2024,"[{'G': None, 'Date': '2023-10-25', 'Age': '25-187', 'Tm': 'CLE', '\xa0': 'W (+1)', 'Opp': 'BRK', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-27', 'Age': '25-189', 'Tm': 'CLE', '\xa0': 'L (-3)', 'Opp': 'OKC', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-28', 'Age': '25-190', 'Tm': 'CLE', '\xa0': 'L (-12)', 'Opp': 'IND', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-10-31', 'Age': '25-193', 'Tm': 'CLE', '\xa0': 'L (-18)', 'Opp': 'NYK', 'GS': 'Inactive'}, {'G': None, 'Date': '2023-11-01', 'Age': '25-194', 'Tm': 'CLE', '\xa0': 'W (+6)', 'Opp': 'NYK', 'GS': 'Inactive'}, {'G': '1', 'Date': '2023-11-03', 'Age': '25-196', 'Tm': 'CLE', '\xa0': 'L (-5)', 'Opp': 'IND', 'GS': '1', 'MP': '21:07', 'TS%': '.683', 'eFG%': '.667', 'ORB%': '12.0', 'DRB%': '30.7', 'TRB%': '21.2', 'AST%': '0.0', 'STL%': '2.2', 'BLK%': '8.3', 'TOV%': '12.0', 'USG%': '17.5', 'ORtg': '125', 'DRtg': '110', 'GmSc': '9.7', 'BPM': '-1.0'}, {'G': '2', 'Date': '2023-11-05', 'Age': '25-198', 'Tm': 'CLE', '\xa0': 'W (+11)', 'Opp': 'GSW', 'GS': '1', 'MP': '27:56', 'TS%': '.761', 'eFG%': '.714', 'ORB%': '21.5', 'DRB%': '11.9', 'TRB%': '15.8', 'AST%': '15.9', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '20.2', 'USG%': '15.0', 'ORtg': '142', 'DRtg': '111', 'GmSc': '13.5', 'BPM': '4.1'}, {'G': '3', 'Date': '2023-11-08', 'Age': '25-201', 'Tm': 'CLE', '\xa0': 'L (-8)', 'Opp': 'OKC', 'GS': '1', 'MP': '25:45', 'TS%': '.703', 'eFG%': '.667', 'ORB%': '18.6', 'DRB%': '8.9', 'TRB%': '13.6', 'AST%': '5.4', 'STL%': '3.7', 'BLK%': '3.2', 'TOV%': '9.1', 'USG%': '17.4', 'ORtg': '144', 'DRtg': '123', 'GmSc': '16.0', 'BPM': '6.1'}, {'G': '4', 'Date': '2023-11-11', 'Age': '25-204', 'Tm': 'CLE', '\xa0': 'W (+8)', 'Opp': 'GSW', 'GS': '1', 'MP': '28:01', 'TS%': '.602', 'eFG%': '.333', 'ORB%': '10.1', 'DRB%': '7.0', 'TRB%': '8.6', 'AST%': '20.4', 'STL%': '0.0', 'BLK%': '0.0', 'TOV%': '9.1', 'USG%': '16.3', 'ORtg': '138', 'DRtg': '115', 'GmSc': '11.1', 'BPM': '-1.0'}]"
